31/05/2019,F010-00000001,01,PEN,2459.56,2459.56,PEN,,,,,,,16123.76,,,01,,,,,13664.2,,,,13664.2,,,,,,,,,,,,31/05/2019,,
,,,,,,,,,,,,,,,,,,,,
,,,,
ESTACION SANTA RITA S.A.C.,,20512308253,150119,SAN MARTIN DE PORRES,LIMA,LIMA,LURIN,,PE,,,
20100128218,6,PETROLEOS DEL PERU PETROPERU SA,,,AV. ENRIQUE CANAVAL MOREYRA NRO. 150 LIMA  - LIMA  - SAN ISIDRO  ,,,,,
DIECISEIS MIL CIENTO VEINTE Y TRES Y 76/100 SOLES,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1,NIU,1.0000,Cancelación de Inversión en  Marcadores de Precios LED Según Memorando N° SVTA-JRET-534-2018 del 20/08/2018,16123.76,01,,,2459.56,2459.56,10,1000,18.00,,,,,,0000000000002,13664.2,13664.20,,16123.76,,,,,,,,,,,,,
FF00FF
